I, [2021-03-15T21:48:40.626887 #42638]  INFO -- : (0.000275s) SET standard_conforming_strings = ON
I, [2021-03-15T22:34:25.976313 #52781]  INFO -- : (0.000412s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '/about') RETURNING "id"
I, [2021-03-15T22:34:25.976907 #52781]  INFO -- : (0.000399s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:25.977479 #52781]  INFO -- : (0.000418s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:25.978059 #52781]  INFO -- : (0.000424s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '/help_page/1') RETURNING "id"
I, [2021-03-15T22:34:25.978636 #52781]  INFO -- : (0.000426s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:25.979183 #52781]  INFO -- : (0.000411s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:25.979741 #52781]  INFO -- : (0.000424s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '/about') RETURNING "id"
I, [2021-03-15T22:34:25.980325 #52781]  INFO -- : (0.000399s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '/help_page/1') RETURNING "id"
I, [2021-03-15T22:34:25.980843 #52781]  INFO -- : (0.000379s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
I, [2021-03-15T22:34:25.981324 #52781]  INFO -- : (0.000358s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
I, [2021-03-15T22:34:25.981777 #52781]  INFO -- : (0.000315s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
I, [2021-03-15T22:34:25.982207 #52781]  INFO -- : (0.000304s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '/help_page/1') RETURNING "id"
I, [2021-03-15T22:34:25.982628 #52781]  INFO -- : (0.000305s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:25.983408 #52781]  INFO -- : (0.000615s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:25.983837 #52781]  INFO -- : (0.000307s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
I, [2021-03-15T22:34:25.984253 #52781]  INFO -- : (0.000303s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:25.984658 #52781]  INFO -- : (0.000293s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '/help_page/1') RETURNING "id"
I, [2021-03-15T22:34:25.985055 #52781]  INFO -- : (0.000289s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:25.985451 #52781]  INFO -- : (0.000289s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:25.985885 #52781]  INFO -- : (0.000289s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
I, [2021-03-15T22:34:25.986281 #52781]  INFO -- : (0.000288s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:25.986680 #52781]  INFO -- : (0.000291s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:25.987080 #52781]  INFO -- : (0.000292s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:25.987486 #52781]  INFO -- : (0.000292s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:25.987884 #52781]  INFO -- : (0.000288s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:25.988348 #52781]  INFO -- : (0.000289s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:25.988800 #52781]  INFO -- : (0.000339s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:25.989301 #52781]  INFO -- : (0.000355s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '/help_page/1') RETURNING "id"
I, [2021-03-15T22:34:25.989742 #52781]  INFO -- : (0.000311s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:25.990152 #52781]  INFO -- : (0.000295s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
I, [2021-03-15T22:34:25.990557 #52781]  INFO -- : (0.000292s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:25.991001 #52781]  INFO -- : (0.000292s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:25.991397 #52781]  INFO -- : (0.000285s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:25.991804 #52781]  INFO -- : (0.000297s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '/about') RETURNING "id"
I, [2021-03-15T22:34:25.992212 #52781]  INFO -- : (0.000292s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '/help_page/1') RETURNING "id"
I, [2021-03-15T22:34:25.992622 #52781]  INFO -- : (0.000295s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:25.993090 #52781]  INFO -- : (0.000351s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
I, [2021-03-15T22:34:25.993562 #52781]  INFO -- : (0.000325s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
I, [2021-03-15T22:34:25.994000 #52781]  INFO -- : (0.000309s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '/about') RETURNING "id"
I, [2021-03-15T22:34:25.994452 #52781]  INFO -- : (0.000315s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '/help_page/1') RETURNING "id"
I, [2021-03-15T22:34:25.994888 #52781]  INFO -- : (0.000310s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
I, [2021-03-15T22:34:25.995323 #52781]  INFO -- : (0.000311s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:25.995779 #52781]  INFO -- : (0.000306s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:25.996196 #52781]  INFO -- : (0.000297s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:25.996619 #52781]  INFO -- : (0.000303s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:25.997071 #52781]  INFO -- : (0.000325s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:25.997596 #52781]  INFO -- : (0.000343s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:26.003865 #52781]  INFO -- : (0.006105s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
I, [2021-03-15T22:34:26.010463 #52781]  INFO -- : (0.006331s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:26.016558 #52781]  INFO -- : (0.005748s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:26.022606 #52781]  INFO -- : (0.005837s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:26.029096 #52781]  INFO -- : (0.006306s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:26.035730 #52781]  INFO -- : (0.006374s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:26.042280 #52781]  INFO -- : (0.006330s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '/help_page/1') RETURNING "id"
I, [2021-03-15T22:34:26.047666 #52781]  INFO -- : (0.005139s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '/about') RETURNING "id"
I, [2021-03-15T22:34:26.048493 #52781]  INFO -- : (0.000599s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:26.049209 #52781]  INFO -- : (0.000544s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:26.049920 #52781]  INFO -- : (0.000519s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
I, [2021-03-15T22:34:26.050575 #52781]  INFO -- : (0.000500s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
I, [2021-03-15T22:34:26.051212 #52781]  INFO -- : (0.000484s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:26.051840 #52781]  INFO -- : (0.000477s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:26.052399 #52781]  INFO -- : (0.000429s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '/about') RETURNING "id"
I, [2021-03-15T22:34:26.052966 #52781]  INFO -- : (0.000407s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '/help_page/1') RETURNING "id"
I, [2021-03-15T22:34:26.053472 #52781]  INFO -- : (0.000338s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:26.054004 #52781]  INFO -- : (0.000379s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:26.054468 #52781]  INFO -- : (0.000320s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:26.054901 #52781]  INFO -- : (0.000307s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '/help_page/1') RETURNING "id"
I, [2021-03-15T22:34:26.055346 #52781]  INFO -- : (0.000305s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:26.055793 #52781]  INFO -- : (0.000306s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:26.056232 #52781]  INFO -- : (0.000316s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:26.056678 #52781]  INFO -- : (0.000305s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:26.057119 #52781]  INFO -- : (0.000317s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '/about') RETURNING "id"
I, [2021-03-15T22:34:26.057543 #52781]  INFO -- : (0.000302s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
I, [2021-03-15T22:34:26.057972 #52781]  INFO -- : (0.000300s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:26.058411 #52781]  INFO -- : (0.000316s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '/help_page/1') RETURNING "id"
I, [2021-03-15T22:34:26.058847 #52781]  INFO -- : (0.000308s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:26.059266 #52781]  INFO -- : (0.000297s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '/about') RETURNING "id"
I, [2021-03-15T22:34:26.059687 #52781]  INFO -- : (0.000298s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:26.060125 #52781]  INFO -- : (0.000310s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:26.060580 #52781]  INFO -- : (0.000307s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
I, [2021-03-15T22:34:26.061021 #52781]  INFO -- : (0.000307s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '/help_page/1') RETURNING "id"
I, [2021-03-15T22:34:26.061448 #52781]  INFO -- : (0.000303s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:26.061895 #52781]  INFO -- : (0.000310s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '/help_page/1') RETURNING "id"
I, [2021-03-15T22:34:26.062308 #52781]  INFO -- : (0.000297s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:26.062735 #52781]  INFO -- : (0.000308s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:26.063215 #52781]  INFO -- : (0.000327s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
I, [2021-03-15T22:34:26.063651 #52781]  INFO -- : (0.000308s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
I, [2021-03-15T22:34:26.064065 #52781]  INFO -- : (0.000290s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '/help_page/1') RETURNING "id"
I, [2021-03-15T22:34:26.064459 #52781]  INFO -- : (0.000287s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:26.064858 #52781]  INFO -- : (0.000286s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:26.065270 #52781]  INFO -- : (0.000289s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:26.065674 #52781]  INFO -- : (0.000289s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:26.066087 #52781]  INFO -- : (0.000298s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:26.066516 #52781]  INFO -- : (0.000321s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:26.066919 #52781]  INFO -- : (0.000289s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
I, [2021-03-15T22:34:26.067325 #52781]  INFO -- : (0.000287s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '/about') RETURNING "id"
I, [2021-03-15T22:34:26.067716 #52781]  INFO -- : (0.000285s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:26.068168 #52781]  INFO -- : (0.000333s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:26.068656 #52781]  INFO -- : (0.000336s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:26.069120 #52781]  INFO -- : (0.000329s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:26.069556 #52781]  INFO -- : (0.000301s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:26.069965 #52781]  INFO -- : (0.000293s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '/about') RETURNING "id"
I, [2021-03-15T22:34:26.070374 #52781]  INFO -- : (0.000288s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:26.070776 #52781]  INFO -- : (0.000288s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '/about') RETURNING "id"
I, [2021-03-15T22:34:26.071165 #52781]  INFO -- : (0.000281s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:26.071565 #52781]  INFO -- : (0.000285s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:26.071982 #52781]  INFO -- : (0.000285s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:26.072388 #52781]  INFO -- : (0.000292s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:26.072872 #52781]  INFO -- : (0.000350s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:26.073324 #52781]  INFO -- : (0.000326s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:26.073771 #52781]  INFO -- : (0.000318s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:26.074186 #52781]  INFO -- : (0.000297s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
I, [2021-03-15T22:34:26.074612 #52781]  INFO -- : (0.000302s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '/about') RETURNING "id"
I, [2021-03-15T22:34:26.075121 #52781]  INFO -- : (0.000377s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:26.075569 #52781]  INFO -- : (0.000317s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/home', '/home') RETURNING "id"
I, [2021-03-15T22:34:26.076007 #52781]  INFO -- : (0.000310s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
I, [2021-03-15T22:34:26.076419 #52781]  INFO -- : (0.000298s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:26.076829 #52781]  INFO -- : (0.000285s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '/help_page/1') RETURNING "id"
I, [2021-03-15T22:34:26.077240 #52781]  INFO -- : (0.000290s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:26.077651 #52781]  INFO -- : (0.000292s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '/help_page/1') RETURNING "id"
I, [2021-03-15T22:34:26.078086 #52781]  INFO -- : (0.000313s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/contact', '/contact') RETURNING "id"
I, [2021-03-15T22:34:26.078578 #52781]  INFO -- : (0.000346s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:26.079085 #52781]  INFO -- : (0.000351s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '/about') RETURNING "id"
I, [2021-03-15T22:34:26.079574 #52781]  INFO -- : (0.000338s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:26.081676 #52781]  INFO -- : (0.000645s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
I, [2021-03-15T22:34:26.082424 #52781]  INFO -- : (0.000501s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '/help_page/1') RETURNING "id"
I, [2021-03-15T22:34:26.083286 #52781]  INFO -- : (0.000609s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
I, [2021-03-15T22:34:26.084299 #52781]  INFO -- : (0.000769s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:26.085005 #52781]  INFO -- : (0.000482s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/help_page/1', '/help_page/1') RETURNING "id"
I, [2021-03-15T22:34:26.085876 #52781]  INFO -- : (0.000678s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/index', '/index') RETURNING "id"
I, [2021-03-15T22:34:26.086517 #52781]  INFO -- : (0.000434s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
I, [2021-03-15T22:34:26.087091 #52781]  INFO -- : (0.000421s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about', '/about') RETURNING "id"
I, [2021-03-15T22:34:26.087633 #52781]  INFO -- : (0.000405s) INSERT INTO "webserver_logs" ("url", "ip") VALUES ('/about/2', '/about/2') RETURNING "id"
